,Candidato,Número,Partido,Gênero,Naturalidade,Cor,Estado civil,Grau de instrução,Data de nascimento,Coalisão,Image URL,Idade,Total de recursos recebidos (R$),Fundo partidário,Fundo especial,Outros recursos,Recursos financeiros,Doação de pessoas físicas,Recursos estimáveis,Doação de partidos,Recursos próprios,Limite de gastos (R$),Total de despesas contratadas (R$),Total de despesas pagas (R$),Total de Bens Declarados,Vezes em que concorreu
225,PROFESSOR VANIO,40111,PSB,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1973-10-25,PSB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002291711.jpeg,50.0,1000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,178900.0,0
226,PROFESSOR ZACARIA,55777,PSD,Masculino,FOZ DO IGUAÇU / PR,branca,Solteiro,Superior completo,1974-06-16,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988757.jpeg,50.0,5000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,2654746.6200000006,0
227,PROFESSORA ALINE CAMARGO,11711,PP,Feminino,LAGES / SC,branca,Divorciada,Superior completo,1977-07-31,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151403.jpeg,47.0,54091.51,6.98,93.02,0.0,53.0,0.0,47.0,47.0,0.0,253058.41,18111.45,0.0,618000.0,0
228,PROFESSORA FABRICIA SOUZA,55200,PSD,Feminino,FLORIANÓPOLIS / SC,branca,Casada,Superior completo,1975-03-12,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988761.jpeg,49.0,140000.0,0.0,14.29,85.71,100.0,82.14,0.0,0.0,3.57,253058.41,40770.5,40770.5,19141.93,1
229,PROFESSORA MÁRCIA KROEFF,11600,PP,Feminino,PORTO ALEGRE / RS,branca,Divorciada,Superior completo,1967-03-29,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151406.jpeg,57.0,54091.51,6.98,93.02,0.0,53.0,0.0,47.0,47.0,0.0,253058.41,23310.45,0.0,94089.75,0
230,PROFESSORA MARI E A COLETIVA,13401,PT,Feminino,FLORIANÓPOLIS / SC,parda,Divorciada,Superior completo,1987-05-31,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002149328.jpeg,37.0,14938.14,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,6600.0,6000.0,167000.0,0
231,PROFESSORA SUSANA,12122,PDT,Feminino,LAGUNA / SC,branca,Casada,Superior completo,1963-03-21,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292910.jpeg,61.0,10000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,440000.0,0
232,PSICÓLOGA RONIZE,15315,MDB,Feminino,FLORIANÓPOLIS / SC,branca,Casada,Superior completo,1972-03-22,MDB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002150348.jpeg,52.0,43200.0,0.0,99.54,0.46,100.0,0.46,0.0,0.0,0.0,253058.41,13958.0,1708.0,850000.0,1
233,RAFA DO GÁS,45122,PSDB,Masculino,ALEGRETE / RS,branca,Casado,Ensino Médio completo,1983-12-27,Federação PSDB CIDADANIA(PSDB/CIDADANIA),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292434.jpeg,40.0,45000.0,0.0,33.33,66.67,100.0,66.67,0.0,0.0,0.0,,,,3199000.0,0
234,RAFAEL ARY,30200,NOVO,Masculino,FORTALEZA / CE,branca,Solteiro,Superior completo,1982-05-31,NOVO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001911786.jpeg,42.0,82036.59,0.0,9.01,90.99,91.68,56.78,8.32,8.32,5.49,253058.41,74208.07,72708.07,465990.0,1
235,RAFAEL CARDOSO,12111,PDT,Masculino,FLORIANÓPOLIS / SC,parda,Casado,Ensino Médio completo,1986-01-23,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292916.jpeg,38.0,6000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,2000.0,1000.0,0.0,0
236,RAFINHA DE LIMA,55000,PSD,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Superior completo,1989-01-14,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988753.jpeg,35.0,,,,,,,,,,,,,100000.0,0
237,RAMA SOS NAUFRAGADOS,44500,UNIÃO,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1984-08-30,UNIÃO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002149009.jpeg,40.0,,,,,,,,,,,,,100000.0,0
238,RAQUEL AFONSO,11123,PP,Feminino,SÃO PAULO / SP,branca,Casada,Ensino Médio completo,1982-07-21,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151412.jpeg,42.0,65091.51,5.04,92.44,2.52,60.94,1.54,39.06,39.06,0.0,253058.41,38110.45,0.0,32701.78,0
239,RAQUEL PECATTO,40555,PSB,Feminino,PONTE ALTA / SC,branca,Solteira,Superior completo,1967-12-13,PSB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002291708.jpeg,56.0,2000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,5000.0,0.0,0.0,4
240,REJANE VARELA,15007,MDB,Feminino,FLORIANÓPOLIS / SC,parda,Casada,Superior completo,1970-07-27,MDB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002150345.jpeg,54.0,18050.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,17000.0,17000.0,31000.0,2
241,RENAN FREITAS,12121,PDT,Masculino,SÃO PAULO / SP,parda,Solteiro,Superior completo,1999-06-25,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292907.jpeg,25.0,6000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,0
242,RENATA AGUIAR (KIDA),20777,PODE,Feminino,FLORIANÓPOLIS / SC,branca,Solteira,Superior completo,1986-02-07,PODE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002029031.jpeg,38.0,5000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,0
243,RENATA VAZ,22888,PL,Feminino,RIO DE JANEIRO / RJ,branca,Casada,Superior completo,1980-06-22,PL,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002149674.jpeg,44.0,50000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,3000.0,0.0,0.0,0
244,RENATO DA FARMÁCIA,45051,PSDB,Masculino,BLUMENAU / SC,branca,Separado judicialmente,Superior completo,1954-06-18,Federação PSDB CIDADANIA(PSDB/CIDADANIA),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292437.jpeg,70.0,34200.0,0.0,87.72,12.28,100.0,12.28,0.0,0.0,0.0,253058.41,1000.0,1000.0,54449.28,4
245,RENATO NASCIMENTO,70012,AVANTE,Masculino,LIMEIRA / SP,branca,Separado judicialmente,Superior completo,1978-10-17,AVANTE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002348464.jpeg,45.0,,,,,,,,,,,,,0.0,0
246,RICARDO PASTRANA,55153,PSD,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1981-09-07,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988756.jpeg,43.0,40356.0,0.0,0.0,100.0,100.0,81.77,0.0,0.0,18.23,253058.41,6625.0,6625.0,2403760.64,0
247,RITA FEIJÃO,10024,REPUBLICANOS,Feminino,FLORIANÓPOLIS / SC,preta,Solteira,Ensino Médio completo,1973-09-21,REPUBLICANOS,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001947367.jpeg,51.0,8333.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,6950.0,6950.0,0.0,1
248,ROBERTO CARLOS COVER,20556,PODE,Masculino,ITABUNA / BA,parda,Casado,Ensino Médio completo,1956-03-03,PODE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002029029.jpeg,68.0,,,,,,,,,,,,,5000.0,0
249,ROBERTO KATUMI,55555,PSD,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Ensino Médio completo,1969-06-15,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988748.jpeg,55.0,126269.55,0.0,45.93,54.07,100.0,32.52,0.0,0.0,0.0,253058.41,46566.4,26330.4,336148.36,5
250,RODRIGO CÁSSIO,11333,PP,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1974-02-27,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151409.jpeg,50.0,43796.47,0.0,54.14,45.86,29.52,2.05,70.48,70.48,0.0,253058.41,9078.6,5008.6,1070000.0,3
251,RODRIGO DO CAMPECHE,40500,PSB,Masculino,PORTO ALEGRE / RS,branca,Casado,Superior completo,1987-01-28,PSB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002291715.jpeg,37.0,1000.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,116900.0,1
252,RODRIGO MAFRA,15777,MDB,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Superior incompleto,1987-01-27,MDB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002150349.jpeg,37.0,10000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,0
253,RODRIGO VENTURA,30250,NOVO,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Ensino Médio completo,1986-01-13,NOVO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001911800.jpeg,38.0,13723.05,0.0,56.98,43.02,84.7,0.0,15.3,15.3,0.0,253058.41,4934.52,4934.52,35000.0,0
254,ROMEU POMPÍLIO,11111,PP,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Superior completo,1969-01-28,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151413.jpeg,55.0,55206.47,0.0,28.76,71.24,44.09,31.41,55.91,55.91,0.0,253058.41,11838.0,11838.0,38000.0,3
255,ROSA VILLANUEVA,50002,PSOL,Feminino,PERU,parda,Solteira,Superior completo,1961-07-07,Federação PSOL REDE(PSOL/REDE),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002293302.jpeg,63.0,51315.38,0.0,99.96,0.04,100.0,0.04,0.0,0.0,0.0,,,,100000.0,1
256,ROSE MACHADO,40777,PSB,Feminino,LAGES / SC,branca,Casada,Superior incompleto,1966-08-26,PSB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002291705.jpeg,58.0,,,,,,,,,,,,,400000.0,1
257,ROSE SANTANA,12789,PDT,Feminino,TOLEDO / PR,branca,Solteira,Superior incompleto,1989-10-26,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292900.jpeg,34.0,,,,,,,,,,,,,7000.0,0
258,ROSELI PEREIRA,44333,UNIÃO,Feminino,FLORIANÓPOLIS / SC,branca,Casada,Superior completo,1963-09-10,UNIÃO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002148995.jpeg,61.0,58257.03,0.0,0.0,100.0,62.22,51.53,33.49,33.49,41.83,253058.41,27501.29,26101.29,0.0,6
259,ROXANA SHINOHARA,45000,PSDB,Feminino,SÃO PAULO / SP,branca,Separada judicialmente,Superior completo,1975-04-10,Federação PSDB CIDADANIA(PSDB/CIDADANIA),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292446.jpeg,49.0,33242.5,0.0,75.2,24.8,100.0,9.67,0.0,0.0,15.13,253058.41,6745.0,5845.0,0.0,0
260,RUY WOLFF,13613,PT,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1963-06-15,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002149326.jpeg,61.0,71968.78,0.0,61.05,38.95,100.0,16.04,0.0,0.0,2.78,253058.41,62201.56,51394.89,1423000.0,0
261,SAFIRA DE YOLANDA,30307,NOVO,Feminino,BRAÇO DO NORTE / SC,branca,Solteira,Superior incompleto,1993-11-29,NOVO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001911784.jpeg,30.0,14835.48,0.0,60.74,39.26,85.84,0.0,14.16,14.16,0.0,253058.41,12560.0,11990.0,28723.0,0
262,SAIMON MOREIRA,20999,PODE,Masculino,SÃO JOSÉ / SC,branca,Solteiro,Ensino Médio completo,1999-03-11,PODE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002029033.jpeg,25.0,4274.0,0.0,93.59,6.41,100.0,0.0,0.0,0.0,6.41,,,,247911.49,0
263,SAMUEL VIDAL,55199,PSD,Masculino,PORTO ALEGRE / RS,parda,Casado,Superior completo,1995-07-21,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988752.jpeg,29.0,17280.0,0.0,69.44,30.56,100.0,0.0,0.0,0.0,0.0,253058.41,5138.34,4579.83,0.0,1
264,SANDRA ANDRADE,30456,NOVO,Feminino,ARAXÁ / MG,parda,Casada,Superior completo,1954-12-21,NOVO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001911787.jpeg,69.0,28835.32,0.0,30.8,69.2,92.72,0.0,7.28,7.28,46.82,253058.41,21997.37,21997.37,4020088.54,0
265,SANDRA BIAN,12306,PDT,Feminino,PORTO ALEGRE / RS,parda,Solteira,Superior incompleto,1972-06-03,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292917.jpeg,52.0,,,,,,,,,,,,,105000.0,0
266,SANDRA RAIMUNDO,55060,PSD,Feminino,FLORIANÓPOLIS / SC,branca,Casada,Superior completo,1962-11-12,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988768.jpeg,61.0,23300.0,0.0,85.84,14.16,100.0,8.58,0.0,0.0,5.58,253058.41,2810.0,2810.0,103634.64,2
267,SANDRINHO PENTEADO,11444,PP,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Ensino Médio completo,1975-12-05,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151407.jpeg,48.0,38022.72,0.0,100.0,0.0,18.41,0.0,81.59,81.59,0.0,,,,650000.0,0
268,SANDRO GALINHO,11012,PP,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Ensino Médio completo,1972-04-12,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151405.jpeg,52.0,38022.72,0.0,100.0,0.0,18.41,0.0,81.59,81.59,0.0,,,,685000.0,0
269,SANDRO SILVEIRA,12222,PDT,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Ensino Médio completo,1964-12-02,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292915.jpeg,59.0,22500.0,0.0,100.0,0.0,97.78,2.22,2.22,2.22,0.0,253058.41,805.0,805.0,127000.0,1
270,SARGENTO MATTOS,10190,REPUBLICANOS,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1978-03-20,REPUBLICANOS,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001947381.jpeg,46.0,12833.0,0.0,64.93,35.07,100.0,0.0,0.0,0.0,35.07,253058.41,8410.0,8410.0,813185.3200000001,1
271,SARGENTO MORAES,22190,PL,Masculino,FLORIANÓPOLIS / SC,preta,Casado,Superior completo,1984-09-11,PL,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002149677.jpeg,40.0,50200.0,0.0,99.6,0.4,100.0,0.0,0.0,0.0,0.4,253058.41,12260.0,12260.0,388562.87000000005,0
272,SIDNEI DO NASCIMENTO,20586,PODE,Masculino,CURITIBA / PR,preta,Solteiro,Ensino Fundamental completo,1966-08-11,PODE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002029045.jpeg,58.0,5000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,0
273,SIMONE ANDRADE,11777,PP,Feminino,FLORIANÓPOLIS / SC,branca,Solteira,Ensino Médio completo,1972-06-20,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151411.jpeg,52.0,67741.51,0.0,86.65,13.35,62.47,5.39,37.53,37.53,0.0,253058.41,30110.45,0.0,330000.0,2
274,SIMONE TOMKELSKI,10137,REPUBLICANOS,Feminino,LAGES / SC,branca,Casada,Ensino Fundamental completo,1972-11-13,REPUBLICANOS,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001947364.jpeg,51.0,8333.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,6500.0,6500.0,93300.0,0
275,SODRÉ,18420,REDE,Masculino,SÃO PAULO / SP,branca,Solteiro,Superior incompleto,1981-08-04,Federação PSOL REDE(PSOL/REDE),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002293292.jpeg,43.0,30000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,2920.0,0.0,0.0,2
276,SUBOFICIAL ANFRISIO,20100,PODE,Masculino,SÃO LUÍS / MA,branca,Casado,Superior completo,1970-05-02,PODE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002029037.jpeg,54.0,8000.0,0.0,87.5,12.5,100.0,0.0,0.0,0.0,12.5,,,,0.0,1
277,SUELI RAMOS,10582,REPUBLICANOS,Feminino,LARANJEIRAS DO SUL / PR,parda,Solteira,Ensino Fundamental completo,1983-12-09,REPUBLICANOS,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001947366.jpeg,40.0,,,,,,,,,,,,,350000.0,1
278,TÂNIA BEATRIZ KLEIN,44265,UNIÃO,Feminino,FLORIANÓPOLIS / SC,branca,Solteira,Ensino Médio completo,1965-08-13,UNIÃO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002148996.jpeg,59.0,9780.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,5594.99,5594.99,0.0,0
279,TÂNIA RAMOS,50777,PSOL,Feminino,FLORIANÓPOLIS / SC,preta,Solteira,Ensino Médio completo,1964-08-21,Federação PSOL REDE(PSOL/REDE),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002293299.jpeg,60.0,232205.64,0.0,98.56,1.44,100.0,0.0,0.0,0.0,0.0,253058.41,74163.27,22863.27,328800.0,6
280,TATA DO PATROLA,15050,MDB,Feminino,FLORIANÓPOLIS / SC,branca,Divorciada,Superior completo,1976-12-11,MDB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002150358.jpeg,47.0,10000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,1000.0,1000.0,29711.86,0
281,TEDINHO,20020,PODE,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Ensino Médio incompleto,1981-03-11,PODE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002029028.jpeg,43.0,,,,,,,,,,,,,189000.0,0
282,TEFINHA,11133,PP,Feminino,FLORIANÓPOLIS / SC,preta,Separada judicialmente,Ensino Médio completo,1991-02-16,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151414.jpeg,33.0,57116.05,8.61,84.15,7.24,55.49,0.52,44.51,44.51,0.0,253058.41,18110.45,0.0,0.0,0
283,TELINHO DO CAVACO,55123,PSD,Masculino,RIO DE JANEIRO / RJ,preta,Solteiro,Ensino Médio completo,1975-11-15,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988765.jpeg,48.0,20100.0,0.0,99.5,0.5,100.0,0.0,0.0,0.0,0.5,253058.41,100.0,100.0,0.0,0
284,THAISE DA SAÚDE,55192,PSD,Feminino,FLORIANÓPOLIS / SC,preta,Solteira,Ensino Médio completo,1987-08-29,PSD,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001988751.jpeg,37.0,,,,,,,,,,,,,0.0,0
285,THERESA FANTINI,12112,PDT,Feminino,FLORIANÓPOLIS / SC,branca,Viúva,Ensino Médio completo,1967-02-09,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292913.jpeg,57.0,12500.0,0.0,100.0,0.0,96.0,4.0,4.0,4.0,0.0,253058.41,3850.0,3450.0,500000.0,0
286,THIAGO ALEGRE,30999,NOVO,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1986-02-02,NOVO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001911805.jpeg,38.0,14093.05,0.0,55.22,44.78,85.1,0.0,14.9,14.9,0.0,253058.41,4141.15,4141.15,760000.0,0
287,THIAGO CHAVES,30123,NOVO,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Superior completo,1985-07-11,NOVO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001911796.jpeg,39.0,45477.05,0.0,15.27,84.73,95.38,25.07,4.62,4.62,17.59,253058.41,33837.29,33837.29,752088.8200000001,2
288,TIAGO MEURER DO GABRIELZINHO,20151,PODE,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1985-10-03,PODE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002029041.jpeg,39.0,65015.0,0.0,0.0,100.0,70.08,94.52,29.92,29.92,2.31,253058.41,31856.19,27861.19,116666.20000000001,0
289,TIAGO SILVA,12012,PDT,Masculino,FLORIANÓPOLIS / SC,preta,Solteiro,Superior incompleto,1982-09-11,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292914.jpeg,42.0,100000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,88148.27,88148.27,1100000.0,4
290,VALTER COSTA (TICO),12874,PDT,Masculino,FLORIANÓPOLIS / SC,preta,Casado,Superior completo,1978-08-02,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292906.jpeg,46.0,20500.0,0.0,100.0,0.0,97.56,2.44,2.44,2.44,0.0,253058.41,12000.0,10000.0,80000.0,1
291,VANDERLEI SNOOPY,30324,NOVO,Masculino,JOÃO MONLEVADE / MG,parda,Solteiro,Superior completo,1978-05-14,NOVO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001911788.jpeg,46.0,15335.32,0.0,62.22,37.78,86.31,0.0,13.69,13.69,0.0,253058.41,8571.99,5571.99,0.0,0
292,VANDERLEI VIGILANTE,45345,PSDB,Masculino,CÁCERES / MT,preta,Solteiro,Ensino Médio completo,1965-01-22,Federação PSDB CIDADANIA(PSDB/CIDADANIA),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292426.jpeg,59.0,,,,,,,,,,,,,0.0,1
293,VANIO DOS SANTOS,13000,PT,Masculino,GRAVATAL / SC,branca,Solteiro,Superior completo,1961-04-27,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002149324.jpeg,63.0,94889.94,0.0,46.3,53.7,100.0,44.0,0.0,0.0,0.0,253058.41,83592.8,73092.8,3831031.58,3
294,VIDAL,40050,PSB,Masculino,FLORIANÓPOLIS / SC,preta,Viúvo,Ensino Médio completo,1953-07-05,PSB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002291719.jpeg,71.0,2000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,0
295,VINI DE LUCA,12000,PDT,Masculino,CRICIÚMA / SC,branca,Casado,Superior completo,1977-03-11,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292918.jpeg,47.0,30000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,253058.41,23043.97,23043.97,104000.0,1
296,VINICIUS PARENTE,11190,PP,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Superior completo,1982-09-30,PP,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002151410.jpeg,42.0,40258.72,0.0,75.79,24.21,22.94,2.48,77.06,77.06,3.07,,,,70000.0,1
297,VITOR SILVEIRA,13131,PT,Masculino,FLORIANÓPOLIS / SC,branca,Solteiro,Ensino Médio completo,1982-04-02,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002149319.jpeg,42.0,131464.35,0.0,85.66,14.34,100.0,4.37,0.0,0.0,0.0,253058.41,19958.71,12458.71,74000.0,0
298,VITOR XUXA COLETIVA EDUCA CULT,50700,PSOL,Masculino,TUBARÃO / SC,branca,Solteiro,Superior completo,1992-03-17,Federação PSOL REDE(PSOL/REDE),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002293280.jpeg,32.0,35515.7,0.0,76.02,23.98,100.0,8.13,0.0,0.0,0.0,253058.41,9660.49,6205.49,0.0,0
299,WAGNER PEH,10222,REPUBLICANOS,Masculino,FLORIANÓPOLIS / SC,preta,Solteiro,Superior completo,1982-02-26,REPUBLICANOS,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240001947361.jpeg,42.0,11308.0,0.0,95.58,4.42,100.0,4.42,0.0,0.0,0.0,253058.41,7790.0,7790.0,403000.0,0
300,WALTER NOGUEIRA,44007,UNIÃO,Masculino,SÃO PAULO / SP,branca,Casado,Superior completo,1958-12-21,UNIÃO,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002149004.jpeg,65.0,9780.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,0
301,WILSON LAPA,45300,PSDB,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Ensino Fundamental incompleto,1971-11-26,Federação PSDB CIDADANIA(PSDB/CIDADANIA),https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292443.jpeg,52.0,,,,,,,,,,,,,0.0,0
302,ZÉ BETO,20123,PODE,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Ensino Médio incompleto,1974-04-02,PODE,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002029039.jpeg,50.0,5000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,650000.0,0
303,ZETE,12555,PDT,Feminino,FLORIANÓPOLIS / SC,preta,Divorciada,Ensino Médio completo,1957-10-01,PDT,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002292904.jpeg,67.0,500.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,253058.41,400.0,400.0,0.0,5
304,ZEZO CATUABA,15020,MDB,Masculino,FLORIANÓPOLIS / SC,branca,Casado,Ensino Médio completo,1976-09-22,MDB,https://d99xxpiicwteh.cloudfront.net/data-profile/img/2024/oficial/240002150365.jpeg,48.0,10000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,1
